id,term,grade,emp_title,emp_length_years,purpose,loan_status,loan_type
599010, 60 months,B,bayad home care specialists,0,small_business,Fully Paid,Good Loans
599736, 36 months,A,colgate-palmolive,10,debt_consolidation,Fully Paid,Good Loans
598992, 36 months,C,lionel philips,4,other,Fully Paid,Good Loans
597669, 60 months,D,louisiana state univerisity,0,debt_consolidation,Charged Off,Bad Loans
595068, 60 months,B,simmons company,10,home_improvement,Charged Off,Bad Loans
599757, 60 months,A,longwood mri specialists,6,debt_consolidation,Fully Paid,Good Loans
599746, 60 months,C,eze castle integration,0,debt_consolidation,Fully Paid,Good Loans
598448, 60 months,A,west pharmaceutical services,5,debt_consolidation,Fully Paid,Good Loans
598958, 36 months,C,gila river gaming enterprises,6,credit_card,Fully Paid,Good Loans
598886, 60 months,F,employer not mentioned,-1,credit_card,Fully Paid,Good Loans
598855, 36 months,C,employer not mentioned,6,small_business,Charged Off,Bad Loans
598836, 36 months,A,atlanta falcons,3,major_purchase,Fully Paid,Good Loans
598833, 36 months,C,next wave,0,credit_card,Charged Off,Bad Loans
598347, 60 months,D,st josephs hospital & medical center,7,wedding,Fully Paid,Good Loans
597751, 36 months,A,the boston consulting group,10,debt_consolidation,Fully Paid,Good Loans
598772, 60 months,B,hyatt select,2,car,Charged Off,Bad Loans
598147, 36 months,D,homart,2,moving,Charged Off,Bad Loans
595079, 60 months,C,county of marion,10,major_purchase,Fully Paid,Good Loans
598629, 60 months,D,chicago metropolitan agency for planning,10,debt_consolidation,Fully Paid,Good Loans
598719, 60 months,A,fastaff,0,home_improvement,Fully Paid,Good Loans
598580, 36 months,C,greg peitz architect,5,other,Fully Paid,Good Loans
598702, 60 months,B,maplewood beverage packer llc,6,debt_consolidation,Charged Off,Bad Loans
598690, 36 months,A,apple inc.,5,debt_consolidation,Fully Paid,Good Loans
588675, 60 months,B,chevron information technology company,10,small_business,Fully Paid,Good Loans
598545, 60 months,E,self employed,6,major_purchase,Fully Paid,Good Loans
598672, 36 months,A,sra international,5,home_improvement,Fully Paid,Good Loans
598668, 36 months,D,comcast cable,5,major_purchase,Fully Paid,Good Loans
597499, 36 months,C,shake-n-go,6,credit_card,Fully Paid,Good Loans
598584, 36 months,A,bulletin news llc,8,home_improvement,Fully Paid,Good Loans
598009, 60 months,C,ge oil & gas,10,credit_card,Fully Paid,Good Loans
594498, 36 months,B,covenant transport,1,debt_consolidation,Fully Paid,Good Loans
598479, 60 months,E,enlink,0,debt_consolidation,Fully Paid,Good Loans
598134, 60 months,C,johnco sales,10,debt_consolidation,Fully Paid,Good Loans
598465, 60 months,G,library of congress,10,debt_consolidation,Fully Paid,Good Loans
598112, 36 months,E,black box network services,0,debt_consolidation,Fully Paid,Good Loans
598446, 36 months,C,thinkequity,3,debt_consolidation,Fully Paid,Good Loans
598284, 60 months,D,recovery innovations of arizona,10,debt_consolidation,Fully Paid,Good Loans
591994, 36 months,E,government,0,debt_consolidation,Fully Paid,Good Loans
598352, 60 months,D,nordstrom,2,debt_consolidation,Fully Paid,Good Loans
598324, 60 months,F,us army,10,debt_consolidation,Fully Paid,Good Loans
598310, 36 months,D,vi dataprint  llc,6,debt_consolidation,Fully Paid,Good Loans
587224, 60 months,C,at&t,3,credit_card,Charged Off,Bad Loans
597785, 60 months,D,nbci doc,2,debt_consolidation,Charged Off,Bad Loans
595616, 60 months,C,ngh,2,credit_card,Fully Paid,Good Loans
598235, 60 months,E,blaze courier,6,renewable_energy,Fully Paid,Good Loans
598126, 60 months,G,brevard county clerk of courts,10,debt_consolidation,Charged Off,Bad Loans
598187, 36 months,A,glendora digestive disease institute,2,other,Fully Paid,Good Loans
598184, 36 months,B,construction material,8,debt_consolidation,Fully Paid,Good Loans
590092, 36 months,C,autozone,6,major_purchase,Fully Paid,Good Loans
598136, 36 months,D,suntron corp,7,debt_consolidation,Charged Off,Bad Loans
598102, 36 months,B,doublepark llc,3,debt_consolidation,Fully Paid,Good Loans
598109, 36 months,B,glow,0,debt_consolidation,Charged Off,Bad Loans
598100, 36 months,A,shenmount dairy,10,major_purchase,Fully Paid,Good Loans
597469, 36 months,A,finley hospital,10,car,Fully Paid,Good Loans
598120, 36 months,A,employer not mentioned,4,credit_card,Fully Paid,Good Loans
598095, 60 months,B,provider insurance group,3,debt_consolidation,Fully Paid,Good Loans
598076, 60 months,E,cox communications,3,debt_consolidation,Fully Paid,Good Loans
596952, 36 months,A,city of phoenix,6,debt_consolidation,Fully Paid,Good Loans
598055, 36 months,A,employer not mentioned,5,debt_consolidation,Fully Paid,Good Loans
598023, 36 months,A,at&t,10,home_improvement,Fully Paid,Good Loans
553620, 60 months,D,exceptional restaurant cop.,4,vacation,Fully Paid,Good Loans
598004, 36 months,C,covidien,3,home_improvement,Fully Paid,Good Loans
598003, 60 months,A,quality vision international,8,home_improvement,Fully Paid,Good Loans
597972, 60 months,E,galls,9,debt_consolidation,Charged Off,Bad Loans
597965, 36 months,B,carmax auto superstore,4,debt_consolidation,Fully Paid,Good Loans
596783, 36 months,A,after cool fitness,4,car,Fully Paid,Good Loans
597681, 60 months,B,genzyme genetics,8,debt_consolidation,Fully Paid,Good Loans
594983, 36 months,A,park nicollet health services,5,debt_consolidation,Fully Paid,Good Loans
597928, 36 months,G,pacific steel casting co,10,credit_card,Fully Paid,Good Loans
597931, 36 months,A,citigroup,6,debt_consolidation,Fully Paid,Good Loans
597920, 36 months,A,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
597906, 60 months,C,the hain-celestial group,10,major_purchase,Fully Paid,Good Loans
597853, 36 months,B,forsyth county board of education,10,debt_consolidation,Fully Paid,Good Loans
597883, 36 months,B,renasant bank,2,home_improvement,Fully Paid,Good Loans
597875, 60 months,F,kohls,4,debt_consolidation,Fully Paid,Good Loans
597304, 60 months,F,tribune media services,5,debt_consolidation,Fully Paid,Good Loans
597835, 36 months,C,employer not mentioned,10,small_business,Fully Paid,Good Loans
597838, 36 months,A,employer not mentioned,4,small_business,Fully Paid,Good Loans
597746, 36 months,A,global crossing,4,debt_consolidation,Fully Paid,Good Loans
596647, 36 months,A,gulfstream aerospace,10,credit_card,Fully Paid,Good Loans
597609, 60 months,B,state of florida senate,10,debt_consolidation,Fully Paid,Good Loans
597671, 36 months,B,bass pro shops,10,small_business,Charged Off,Bad Loans
591438, 36 months,B,colorado state university,6,debt_consolidation,Fully Paid,Good Loans
597104, 36 months,C,apostolic nursing home,10,debt_consolidation,Fully Paid,Good Loans
597604, 36 months,B,"acs, inc",2,debt_consolidation,Fully Paid,Good Loans
597558, 36 months,D,puget sound naval shipyard,10,home_improvement,Fully Paid,Good Loans
597540, 60 months,D,chartis,7,debt_consolidation,Fully Paid,Good Loans
597527, 36 months,A,bare escentuals,0,small_business,Fully Paid,Good Loans
584866, 60 months,F,e-power inc,5,credit_card,Fully Paid,Good Loans
597495, 60 months,B,waste management,2,debt_consolidation,Fully Paid,Good Loans
596804, 36 months,C,mtv networks,10,debt_consolidation,Fully Paid,Good Loans
597226, 60 months,E,best buy,2,car,Fully Paid,Good Loans
597414, 60 months,E,digicell intl. inc.,10,debt_consolidation,Fully Paid,Good Loans
596258, 60 months,D,west marine,4,major_purchase,Charged Off,Bad Loans
597459, 36 months,B,jpm chase,10,debt_consolidation,Fully Paid,Good Loans
597449, 36 months,D,pnw boces,10,home_improvement,Fully Paid,Good Loans
597450, 36 months,D,aurora multimedia,0,moving,Fully Paid,Good Loans
597420, 36 months,A,elegant windows inc.,9,vacation,Fully Paid,Good Loans
590769, 36 months,A,lens crafters,10,debt_consolidation,Charged Off,Bad Loans
597398, 60 months,D,hennes and mauritz,10,debt_consolidation,Fully Paid,Good Loans
597371, 36 months,C,clovis capital,7,other,Fully Paid,Good Loans
593562, 36 months,A,urs corporation,6,moving,Fully Paid,Good Loans
597395, 60 months,B,james mikula d.d.s,8,debt_consolidation,Fully Paid,Good Loans
597091, 36 months,C,meyer corporation,10,vacation,Fully Paid,Good Loans
597358, 60 months,E,peace bridge authority,10,debt_consolidation,Fully Paid,Good Loans
597351, 36 months,B,us army,3,debt_consolidation,Fully Paid,Good Loans
597296, 60 months,B,norfolk southern railway,10,debt_consolidation,Fully Paid,Good Loans
597324, 60 months,B,pg&e,10,home_improvement,Fully Paid,Good Loans
597005, 36 months,D,kaiser permanente,6,debt_consolidation,Charged Off,Bad Loans
597281, 36 months,C,tetra tech,10,debt_consolidation,Fully Paid,Good Loans
597271, 60 months,E,healthspring of al,4,debt_consolidation,Fully Paid,Good Loans
597272, 36 months,A,ashley furntiure homestore,0,other,Fully Paid,Good Loans
596738, 60 months,B,bechtel,10,small_business,Fully Paid,Good Loans
596940, 36 months,C,fmc,8,debt_consolidation,Fully Paid,Good Loans
597266, 60 months,C,dealogic,1,major_purchase,Fully Paid,Good Loans
594486, 36 months,A,foodmaster supermarkets  inc.,10,major_purchase,Fully Paid,Good Loans
585228, 36 months,A,"barr & barr, inc",8,major_purchase,Fully Paid,Good Loans
597211, 36 months,D,usice,10,debt_consolidation,Fully Paid,Good Loans
597161, 36 months,A,weill cornell medical college,4,debt_consolidation,Fully Paid,Good Loans
597069, 60 months,B,city of hillsboro,10,car,Fully Paid,Good Loans
597058, 60 months,A,smartdrive systems,1,car,Fully Paid,Good Loans
594344, 60 months,F,employer not mentioned,-1,credit_card,Charged Off,Bad Loans
597110, 60 months,E,"caufield & james, llp",0,debt_consolidation,Fully Paid,Good Loans
597118, 36 months,B,east mesa auto repair center,5,debt_consolidation,Fully Paid,Good Loans
597088, 60 months,B,gerdau ameristeel,6,moving,Fully Paid,Good Loans
595977, 36 months,B,us postal,10,debt_consolidation,Fully Paid,Good Loans
596740, 36 months,B,red lambda inc,2,debt_consolidation,Fully Paid,Good Loans
597047, 36 months,C,redcats usa,3,wedding,Fully Paid,Good Loans
597049, 60 months,E,aviation spectrum resources inc,10,debt_consolidation,Fully Paid,Good Loans
597024, 60 months,D,fertility centers of il,5,debt_consolidation,Fully Paid,Good Loans
597017, 36 months,C,yes,1,debt_consolidation,Fully Paid,Good Loans
476717, 60 months,B,employer not mentioned,-1,other,Charged Off,Bad Loans
596314, 36 months,B,digitas,4,major_purchase,Fully Paid,Good Loans
596418, 60 months,C,goldman sachs  and  co.,10,debt_consolidation,Fully Paid,Good Loans
596915, 36 months,C,wells fargo,5,debt_consolidation,Charged Off,Bad Loans
597019, 60 months,C,employer not mentioned,-1,debt_consolidation,Charged Off,Bad Loans
597006, 60 months,E,"motorola, inc.",4,home_improvement,Fully Paid,Good Loans
597004, 36 months,C,city/county of san francisco/sfmta,10,debt_consolidation,Fully Paid,Good Loans
597008, 60 months,E,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
596988, 60 months,E,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
596967, 60 months,D,tacit knowledge,2,debt_consolidation,Fully Paid,Good Loans
596907, 36 months,B,cold headers inc,10,major_purchase,Fully Paid,Good Loans
596926, 36 months,B,children's vision first/ sfusd,0,debt_consolidation,Charged Off,Bad Loans
596236, 36 months,A,steve madden,4,debt_consolidation,Fully Paid,Good Loans
596895, 60 months,D,haug optometry,9,car,Charged Off,Bad Loans
596875, 60 months,C,hess ready mix inc.,10,credit_card,Fully Paid,Good Loans
596843, 36 months,D,vicon motion systems,1,debt_consolidation,Fully Paid,Good Loans
594902, 60 months,E,jacobs engineering,10,debt_consolidation,Fully Paid,Good Loans
596830, 36 months,B,first assembly of god,5,credit_card,Fully Paid,Good Loans
596704, 36 months,B,american bank,0,debt_consolidation,Fully Paid,Good Loans
596772, 60 months,E,thermofisher scientific,3,debt_consolidation,Charged Off,Bad Loans
596747, 60 months,E,employer not mentioned,10,debt_consolidation,Fully Paid,Good Loans
596731, 36 months,B,american seafoods co llc,10,home_improvement,Fully Paid,Good Loans
596727, 60 months,E,builders firstsource,3,debt_consolidation,Charged Off,Bad Loans
596665, 60 months,E,university of connecticut,7,home_improvement,Fully Paid,Good Loans
596202, 36 months,A,luekens fine wine and liquor,2,medical,Fully Paid,Good Loans
596627, 36 months,D,the vanguard group,10,credit_card,Fully Paid,Good Loans
596636, 36 months,B,"dayton freight lines, inc.",3,debt_consolidation,Fully Paid,Good Loans
596503, 60 months,F,true grits school uniforms,8,other,Fully Paid,Good Loans
596578, 36 months,C,employer not mentioned,6,small_business,Fully Paid,Good Loans
596577, 60 months,D,capgemini,2,car,Fully Paid,Good Loans
596435, 36 months,A,self employed,10,major_purchase,Fully Paid,Good Loans
596567, 36 months,B,prudential annuities,3,debt_consolidation,Fully Paid,Good Loans
592599, 36 months,A,us army,10,credit_card,Fully Paid,Good Loans
593370, 60 months,C,m-dcps,10,home_improvement,Charged Off,Bad Loans
596450, 60 months,D,campus apartments,3,debt_consolidation,Charged Off,Bad Loans
596513, 36 months,C,department of veteranss affairs,10,credit_card,Fully Paid,Good Loans
588189, 36 months,A,the collegiate school,10,small_business,Fully Paid,Good Loans
596491, 60 months,C,shaw group,3,other,Charged Off,Bad Loans
593946, 36 months,A,wow,0,debt_consolidation,Charged Off,Bad Loans
596459, 36 months,A,the state of new jersey,6,credit_card,Fully Paid,Good Loans
596426, 36 months,D,zeigler ranalli development,4,other,Fully Paid,Good Loans
592608, 36 months,A,humana health insurance,2,major_purchase,Fully Paid,Good Loans
596439, 60 months,C,echalk,4,debt_consolidation,Fully Paid,Good Loans
579302, 36 months,D,city of south daytona,10,debt_consolidation,Fully Paid,Good Loans
596423, 60 months,D,"acs, inc.",0,debt_consolidation,Fully Paid,Good Loans
596403, 36 months,A,employer not mentioned,-1,credit_card,Fully Paid,Good Loans
596350, 60 months,D,employer not mentioned,-1,debt_consolidation,Charged Off,Bad Loans
596398, 36 months,B,school board of broward county,3,major_purchase,Fully Paid,Good Loans
596391, 60 months,C,att,8,credit_card,Fully Paid,Good Loans
595901, 60 months,C,mclane company,5,debt_consolidation,Fully Paid,Good Loans
596371, 36 months,B,employer not mentioned,10,home_improvement,Fully Paid,Good Loans
596346, 36 months,D,"otsuka america pharmaceutical, inc.",10,medical,Charged Off,Bad Loans
596327, 36 months,B,healthcare services group,0,debt_consolidation,Fully Paid,Good Loans
596308, 36 months,D,avx corporation,5,home_improvement,Fully Paid,Good Loans
596274, 36 months,A,florida hospital memorial medical center,5,credit_card,Fully Paid,Good Loans
596243, 36 months,D,city of houston,10,debt_consolidation,Fully Paid,Good Loans
594022, 36 months,B,us army,6,debt_consolidation,Fully Paid,Good Loans
595127, 60 months,F,footlocker  inc,10,debt_consolidation,Fully Paid,Good Loans
596211, 36 months,D,dcp midstream  inc,2,debt_consolidation,Fully Paid,Good Loans
595744, 36 months,A,orgill inc,8,home_improvement,Fully Paid,Good Loans
596169, 36 months,B,worthington ford,2,credit_card,Fully Paid,Good Loans
596171, 60 months,D,travelers insurance,10,renewable_energy,Fully Paid,Good Loans
596115, 36 months,B,zachry construction corporation,1,major_purchase,Fully Paid,Good Loans
595312, 36 months,C,united states army,10,other,Fully Paid,Good Loans
596142, 60 months,B,mesa public schools,10,debt_consolidation,Fully Paid,Good Loans
596139, 36 months,C,jackson co bd of edu,10,debt_consolidation,Fully Paid,Good Loans
596124, 60 months,E,johns hopkins university,10,credit_card,Fully Paid,Good Loans
594117, 36 months,C,atlantic brain  and  spine,4,debt_consolidation,Fully Paid,Good Loans
595501, 60 months,B,philhaven,2,major_purchase,Fully Paid,Good Loans
593188, 36 months,C,mello velo bicycle shop,1,other,Fully Paid,Good Loans
590866, 60 months,E,fonseca mcelroy grinding,3,renewable_energy,Fully Paid,Good Loans
594919, 36 months,D,reed trucking,2,major_purchase,Fully Paid,Good Loans
595945, 36 months,B,t. marzetti company,10,debt_consolidation,Fully Paid,Good Loans
595917, 60 months,E,j & n auto,2,debt_consolidation,Fully Paid,Good Loans
595847, 60 months,D,here media,1,debt_consolidation,Fully Paid,Good Loans
595880, 60 months,B,united states air force,10,small_business,Fully Paid,Good Loans
595846, 36 months,C,logiaticare,1,debt_consolidation,Fully Paid,Good Loans
594970, 36 months,A,"ideosity, inc.",2,car,Fully Paid,Good Loans
594180, 60 months,A,harvard university,0,major_purchase,Charged Off,Bad Loans
595820, 36 months,A,employer not mentioned,5,major_purchase,Fully Paid,Good Loans
594446, 60 months,B,avista healthcare,0,other,Charged Off,Bad Loans
595785, 36 months,B,backstage employment,7,debt_consolidation,Charged Off,Bad Loans
595701, 36 months,A,postal service,10,small_business,Fully Paid,Good Loans
595728, 36 months,C,l.i.f.e.,10,debt_consolidation,Fully Paid,Good Loans
595691, 36 months,B,dst health solutions,0,credit_card,Fully Paid,Good Loans
595659, 36 months,A,tampa general hospital,10,debt_consolidation,Fully Paid,Good Loans
595648, 60 months,E,chse,0,moving,Fully Paid,Good Loans
595627, 60 months,D,espn,4,debt_consolidation,Fully Paid,Good Loans
595635, 60 months,B,doublehplastics,10,debt_consolidation,Fully Paid,Good Loans
595614, 36 months,A,state of arizona,10,credit_card,Fully Paid,Good Loans
595532, 36 months,D,employer not mentioned,10,small_business,Fully Paid,Good Loans
588235, 60 months,D,united process,3,debt_consolidation,Fully Paid,Good Loans
595476, 36 months,C,quality custom distribution,0,debt_consolidation,Fully Paid,Good Loans
593988, 60 months,A,city of cedar city,3,car,Fully Paid,Good Loans
595465, 60 months,B,bloomberg l.p.,0,debt_consolidation,Fully Paid,Good Loans
594069, 60 months,D,employer not mentioned,-1,car,Fully Paid,Good Loans
595405, 36 months,E,us air force,10,debt_consolidation,Fully Paid,Good Loans
595104, 36 months,A,consol energy,3,debt_consolidation,Fully Paid,Good Loans
594164, 60 months,A,great northern products,1,other,Fully Paid,Good Loans
595377, 36 months,C,tanenbaum center for interreligious unde,5,credit_card,Fully Paid,Good Loans
595359, 60 months,C,gap inc,4,credit_card,Fully Paid,Good Loans
594454, 36 months,A,samson products,10,home_improvement,Fully Paid,Good Loans
595319, 60 months,D,google,1,debt_consolidation,Fully Paid,Good Loans
594923, 60 months,B,employer not mentioned,-1,major_purchase,Fully Paid,Good Loans
595302, 60 months,D,bridge2solutions,2,major_purchase,Fully Paid,Good Loans
595284, 60 months,A,things remembered,2,credit_card,Fully Paid,Good Loans
595265, 60 months,B,"desoto school, inc.",2,debt_consolidation,Fully Paid,Good Loans
595226, 36 months,A,promedical,10,debt_consolidation,Charged Off,Bad Loans
595223, 36 months,A,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
595219, 36 months,C,home depot,10,debt_consolidation,Fully Paid,Good Loans
595190, 36 months,E,"rockwell collins, inc",3,small_business,Charged Off,Bad Loans
595187, 60 months,B,urs,0,moving,Fully Paid,Good Loans
595153, 36 months,B,salesforce.com,6,debt_consolidation,Fully Paid,Good Loans
585459, 60 months,C,us patent and trademark office,2,debt_consolidation,Fully Paid,Good Loans
594013, 60 months,D,john hancock,4,debt_consolidation,Charged Off,Bad Loans
594718, 36 months,A,us army corps of engineers,4,wedding,Fully Paid,Good Loans
595074, 60 months,E,city of mesa,10,other,Fully Paid,Good Loans
593978, 60 months,E,capital one bank,1,debt_consolidation,Fully Paid,Good Loans
592509, 60 months,E,united states postal service,0,small_business,Fully Paid,Good Loans
594521, 36 months,C,medco health,10,credit_card,Fully Paid,Good Loans
594712, 36 months,A,the mitas group,10,credit_card,Fully Paid,Good Loans
594947, 36 months,D,hrsa-ila 1624,8,other,Fully Paid,Good Loans
594944, 60 months,C,southern california edison,2,moving,Fully Paid,Good Loans
594908, 60 months,E,davis polk,6,debt_consolidation,Fully Paid,Good Loans
594924, 36 months,C,slalom consulting,3,debt_consolidation,Fully Paid,Good Loans
594906, 36 months,A,sears,1,car,Fully Paid,Good Loans
594884, 36 months,A,employer not mentioned,4,small_business,Fully Paid,Good Loans
590818, 36 months,C,law offices of mark j. linder,0,debt_consolidation,Fully Paid,Good Loans
594883, 60 months,E,us army,10,debt_consolidation,Fully Paid,Good Loans
594873, 36 months,D,fallbrook high school,4,other,Fully Paid,Good Loans
589526, 60 months,E,peoples bank,3,credit_card,Fully Paid,Good Loans
594814, 60 months,B,capital group companies,9,debt_consolidation,Fully Paid,Good Loans
594800, 36 months,B,crane america services,4,home_improvement,Fully Paid,Good Loans
594790, 36 months,A,city of phoenix,4,credit_card,Fully Paid,Good Loans
594569, 36 months,C,issaquah school district,10,debt_consolidation,Fully Paid,Good Loans
594789, 36 months,B,seia,2,credit_card,Fully Paid,Good Loans
594769, 36 months,B,marks & harrison,3,debt_consolidation,Fully Paid,Good Loans
594768, 60 months,D,am skier agency,9,debt_consolidation,Fully Paid,Good Loans
594744, 60 months,A,defense logistics agency,10,major_purchase,Fully Paid,Good Loans
566017, 36 months,D,frameweld,3,debt_consolidation,Fully Paid,Good Loans
577122, 60 months,B,sepracor,10,home_improvement,Fully Paid,Good Loans
549140, 60 months,C,flower hospital,10,house,Fully Paid,Good Loans
594563, 60 months,B,charter communications,10,home_improvement,Fully Paid,Good Loans
594520, 60 months,C,state street bank,4,moving,Fully Paid,Good Loans
591691, 36 months,A,parkwest womens health,8,debt_consolidation,Fully Paid,Good Loans
594026, 36 months,B,ortho organizers,10,credit_card,Fully Paid,Good Loans
594450, 36 months,D,palm beach county property appraiser,10,debt_consolidation,Charged Off,Bad Loans
594452, 60 months,B,"shefsky & froelich, ltd.",4,major_purchase,Fully Paid,Good Loans
594206, 60 months,B,nslij,3,car,Charged Off,Bad Loans
594434, 36 months,D,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
594379, 36 months,C,baylor university,10,debt_consolidation,Fully Paid,Good Loans
594374, 60 months,C,oce business sevices,8,small_business,Fully Paid,Good Loans
593062, 36 months,C,cisco systems,0,wedding,Fully Paid,Good Loans
594305, 36 months,A,sherwin williams,6,home_improvement,Fully Paid,Good Loans
594289, 60 months,D,constellation energy,10,debt_consolidation,Fully Paid,Good Loans
594290, 36 months,B,aon risk solutions,4,debt_consolidation,Fully Paid,Good Loans
594284, 36 months,B,employer not mentioned,-1,vacation,Fully Paid,Good Loans
591511, 36 months,B,whole foods market,2,major_purchase,Fully Paid,Good Loans
594261, 36 months,E,usmc,10,debt_consolidation,Fully Paid,Good Loans
594257, 36 months,C,hosting.com,7,debt_consolidation,Fully Paid,Good Loans
594190, 60 months,D,baron aviation,10,home_improvement,Fully Paid,Good Loans
592279, 60 months,F,at&t,5,debt_consolidation,Fully Paid,Good Loans
594196, 60 months,B,first transit,6,debt_consolidation,Fully Paid,Good Loans
592829, 60 months,E,flairsoft,4,debt_consolidation,Fully Paid,Good Loans
593875, 36 months,A,hartford fire dept,10,other,Fully Paid,Good Loans
594131, 36 months,A,lyons and donahue contracting,4,major_purchase,Fully Paid,Good Loans
594115, 36 months,C,depeche mode,0,medical,Fully Paid,Good Loans
592552, 60 months,C,hfn,10,debt_consolidation,Fully Paid,Good Loans
594081, 36 months,C,northrop grumman,1,credit_card,Fully Paid,Good Loans
580676, 60 months,B,northrop grumman,8,home_improvement,Fully Paid,Good Loans
594052, 60 months,C,bruschetta and co.,3,debt_consolidation,Charged Off,Bad Loans
594030, 60 months,B,childrens memorial hospital,5,debt_consolidation,Fully Paid,Good Loans
593880, 60 months,E,employer not mentioned,6,vacation,Fully Paid,Good Loans
591361, 36 months,B,bankers warranty group,3,house,Fully Paid,Good Loans
593976, 60 months,B,cohoes police dept,10,debt_consolidation,Fully Paid,Good Loans
571035, 60 months,C,us government,7,debt_consolidation,Fully Paid,Good Loans
593417, 60 months,C,target,6,debt_consolidation,Charged Off,Bad Loans
593940, 36 months,A,superior plumbing,6,other,Fully Paid,Good Loans
593772, 36 months,C,ims health,1,debt_consolidation,Fully Paid,Good Loans
593916, 60 months,C,asm research,6,debt_consolidation,Fully Paid,Good Loans
593901, 36 months,A,costco,5,small_business,Fully Paid,Good Loans
593853, 60 months,E,cornerstone appraisal services,4,debt_consolidation,Charged Off,Bad Loans
592598, 36 months,A,stanley black & decker,5,debt_consolidation,Fully Paid,Good Loans
593837, 36 months,D,bill batemans bistro,3,debt_consolidation,Charged Off,Bad Loans
593790, 36 months,D,ace hardware,3,debt_consolidation,Fully Paid,Good Loans
593793, 36 months,C,solano county,4,debt_consolidation,Fully Paid,Good Loans
593800, 36 months,B,yes prep public schools,0,medical,Fully Paid,Good Loans
593140, 36 months,D,canby school district,10,debt_consolidation,Charged Off,Bad Loans
593735, 60 months,B,kpmg llp,1,major_purchase,Fully Paid,Good Loans
593608, 36 months,B,union bank,1,major_purchase,Fully Paid,Good Loans
585302, 60 months,B,us national park service,7,car,Fully Paid,Good Loans
592932, 36 months,B,employer not mentioned,10,small_business,Fully Paid,Good Loans
593733, 36 months,C,call one,10,home_improvement,Fully Paid,Good Loans
593696, 36 months,C,jmp securities,4,debt_consolidation,Fully Paid,Good Loans
593029, 36 months,A,prn,0,other,Fully Paid,Good Loans
593712, 36 months,D,usps,10,debt_consolidation,Fully Paid,Good Loans
585254, 60 months,D,paperthin,4,debt_consolidation,Fully Paid,Good Loans
584687, 60 months,B,brookshire concrete,5,car,Fully Paid,Good Loans
592738, 36 months,B,brainjuicer,3,debt_consolidation,Fully Paid,Good Loans
593642, 60 months,B,moser architecture studio,4,debt_consolidation,Fully Paid,Good Loans
593616, 36 months,C,kroger co,4,other,Fully Paid,Good Loans
591983, 60 months,B,campus apartments inc,2,debt_consolidation,Fully Paid,Good Loans
593617, 60 months,C,employer not mentioned,2,debt_consolidation,Fully Paid,Good Loans
592949, 36 months,D,the pantry inc,1,other,Fully Paid,Good Loans
585502, 60 months,E,microfinance international,5,debt_consolidation,Charged Off,Bad Loans
593573, 60 months,B,vector wealth management,4,debt_consolidation,Fully Paid,Good Loans
593253, 60 months,B,conway feed & garden,10,debt_consolidation,Fully Paid,Good Loans
593048, 60 months,B,flextronics rts,2,debt_consolidation,Fully Paid,Good Loans
593570, 36 months,A,permanente medical group,10,wedding,Fully Paid,Good Loans
593512, 36 months,A,cbna,5,other,Fully Paid,Good Loans
583503, 60 months,B,urs,10,medical,Fully Paid,Good Loans
591518, 60 months,B,powernet global,3,medical,Fully Paid,Good Loans
593420, 60 months,B,usmc,9,debt_consolidation,Charged Off,Bad Loans
593362, 36 months,A,interstate building maintenence,0,debt_consolidation,Fully Paid,Good Loans
593265, 36 months,C,gabellini sheppard,2,other,Fully Paid,Good Loans
591487, 60 months,C,marshfield clinic,9,debt_consolidation,Fully Paid,Good Loans
593254, 60 months,F,sunbelt rentals,5,debt_consolidation,Fully Paid,Good Loans
593249, 60 months,E,shentel,1,car,Fully Paid,Good Loans
593161, 36 months,D,ibm,0,debt_consolidation,Fully Paid,Good Loans
593259, 36 months,B,safavieh,10,debt_consolidation,Fully Paid,Good Loans
593242, 60 months,B,ibew local union #3,10,debt_consolidation,Fully Paid,Good Loans
593225, 36 months,B,carrige house inc. co.,10,other,Fully Paid,Good Loans
593238, 60 months,E,all star directories,0,credit_card,Fully Paid,Good Loans
593211, 60 months,D,alston & bird,3,home_improvement,Fully Paid,Good Loans
592402, 60 months,A,us postal service,10,debt_consolidation,Fully Paid,Good Loans
591316, 60 months,E,ua local 469,10,major_purchase,Fully Paid,Good Loans
593189, 60 months,B,bechtel,1,home_improvement,Fully Paid,Good Loans
593181, 36 months,C,sport clips,1,debt_consolidation,Fully Paid,Good Loans
586101, 36 months,A,tobias technology,0,major_purchase,Fully Paid,Good Loans
593152, 36 months,B,"fairfax imaging, inc",10,major_purchase,Fully Paid,Good Loans
592018, 60 months,B,donley concrete,4,car,Fully Paid,Good Loans
593147, 36 months,B,"mid-coast fire protection, inc.",8,debt_consolidation,Fully Paid,Good Loans
585693, 60 months,B,cheshire medical center,10,car,Fully Paid,Good Loans
593121, 60 months,F,jefferson regional medical center,7,wedding,Fully Paid,Good Loans
585470, 36 months,B,pnc bank,2,home_improvement,Fully Paid,Good Loans
